text,label
  The set of integers which can be written as the sum of four prime cubes has lower density at least $0.009664$. This improves earlier bounds of   $0.003125$ by Ren and $0.005776$ by Liu. ,mathematics
"  It is demonstrated that the generic four-dimensional Taub-Newman-Unti-Tamburino (Taub-NUT) spacetimes can be perfectly described in terms of three or four different kinds of thermodynamic hairs: the Komar mass ($M = m$), the ""angular momentum"" ($J_n = mn$), the gravitomagnetic charge ($N = n$), and/or the dual (magnetic) mass ($\widetilde{M} = n$). In other words, the NUT charge is a thermodynamic multihair which means that it simultaneously has both rotation-like and electromagnetic charge-like characteristics; this is in sharp contrast with the previous knowledge that it has only one physical feature, or that it is purely a single solution parameter. To arrive at this novel result, we put forward a simple, systematic way to investigate the consistent thermodynamic first law and Bekenstein-Smarr mass formulas of all four-dimensional spacetimes that contain a nonzero NUT charge, facilitated by first deriving a meaningful Christodoulou-Ruffini-type squared-mass formula. In this way, not only can the elegant Bekenstein-Hawking one-quarter area-entropy relation be naturally restored in the Lorentzian and Euclidian sectors of generic Taub-NUT-type spacetimes without imposing any constraint condition, but also the physical meaning of the NUT parameter as a poly-facet can be completely clarified in the thermodynamic sense for the first time. ",high energy physics theory
"  With the recent trend for ultra high definition displays, the demand for high quality and efficient video super-resolution (VSR) has become more important than ever. Previous methods adopt complex motion compensation strategies to exploit temporal information when estimating the missing high frequency details. However, as the motion estimation problem is a highly challenging problem, inaccurate motion compensation may affect the performance of VSR algorithms. Furthermore, the complex motion compensation module may also introduce a heavy computational burden, which limits the application of these methods in real systems. In this paper, we propose an efficient recurrent latent space propagation (RLSP) algorithm for fast VSR. RLSP introduces high-dimensional latent states to propagate temporal information between frames in an implicit manner. Our experimental results show that RLSP is a highly efficient and effective method to deal with the VSR problem. We outperform current state-of-the-art method DUF with over 70x speed-up. ",electrical engineering and systems science
"  MAXI J1305-704 has been proposed as a high-inclination candidate black hole X-ray binary in view of its X-ray properties and dipping behaviour during outburst. We present photometric and spectroscopic observations of the source in quiescence that allow us to reveal the ellipsoidal modulation of the companion star and absorption features consistent with those of an early K-type star (Teff = 4610 +130 -160 K). The central wavelengths of the absorption lines vary periodically at Porb = 0.394 +- 0.004 d with an amplitude of K2 = 554 +- 8 km/s . They imply a mass function for the compact object of f(M1) = 6.9 +- 0.3 Msun, confirming its black hole nature. The simultaneous absence of X-ray eclipses and the presence of dips set a conservative range of allowed inclinations 60 deg < i < 82 deg, while modelling of optical light curves further constrain it to i = 72 +5 -8 deg. The above parameters together set a black hole mass of M1 = 8.9 +1.6 -1.0 Msun and a companion mass of M2=0.43 +- 0.16 Msun, much lower than that of a dwarf star of the observed spectral type, implying it is evolved. Estimates of the distance to the system (d = 7.5 +1.8 -1.4 kpc) and space velocity (vspace = 270 +- 60 km/s ) place it in the Galactic thick disc and favour a strong natal kick during the formation of the BH if the supernova occurred in the Galactic Plane. ",astrophysics
"  Here we present an analysis of the mobility-limiting mechanisms of a two-dimensional hole gas on hydrogen-terminated diamond surfaces. The scattering rates of surface impurities, surface roughness, non-polar optical phonons, and acoustic phonons are included. Using a Schrodinger/Poisson solver, the heavy hole, light hole, and split-off bands are treated separately. To compare the calculations with experimental data, Hall-effect structures were fabricated and measured at temperatures ranging from 25 to 700 K, with hole sheet densities ranging from 2 to 6$\times10^{12}\;\text{cm}^{-2}$ and typical mobilities measured from 60 to 100 cm$^{2}$/(V$\cdot$s) at room temperature. Existing data from literature was also used, which spans sheet densities above 1$\times10^{13}\;\text{cm}^{-2}$. Our analysis indicates that for low sheet densities, surface impurity scattering by charged acceptors and surface roughness are not sufficient to account for the low mobility. Moreover, the experimental data suggests that long-range potential fluctuations exist at the diamond surface, and are particularly enhanced at lower sheet densities. Thus, we propose a second type of surface impurity scattering which is caused by disorder related to the C-H dipoles. ",physics
"  We report on progress in formulating a field theory of tensionless strings in $AdS_3$, starting from the dual large-$N$ symmetric orbifold CFT. We propose a set of field equations which are gauge invariant under the higher spin algebra of the theory, the `Higher Spin Square'. The massless higher spin sector is captured by a Chern-Simons gauge field, while the matter sector is described by unfolded equations similar to those appearing in Vasiliev theory. Our equations incorporate the full perturbative spectrum of the theory, including states coming from the twisted sectors, and capture some of the interactions fixed by gauge invariance. We also discuss the spectrum of the bulk theory and explain how linearization around $AdS_3$ gives rise to the expected set of decoupled wave equations. Our results can be generalized to describe bulk duals of other large-$N$ symmetric orbifolds. ",high energy physics theory
"  Relaxing the Riemannian condition to incorporate geometric quantities such as torsion and non-metricity may allow to explore new physics associated with defects in a hypothetical space-time microstructure. Here we show that non-metricity produces observable effects in quantum fields in the form of 4-fermion contact interactions, thereby allowing us to constrain the scale of non-metricity to be greater than 1 TeV by using results on Bhabha scattering. Our analysis is carried out in the framework of a wide class of theories of gravity in the metric-affine approach. The bound obtained represents an improvement of several orders of magnitude to previous experimental constraints. ",high energy physics theory
"  The EXtreme PREcision Spectrograph (EXPRES) is an environmentally stabilized, fiber-fed, $R=137,500$, optical spectrograph. It was recently commissioned at the 4.3-m Lowell Discovery Telescope (LDT) near Flagstaff, Arizona. The spectrograph was designed with a target radial-velocity (RV) precision of 30$\mathrm{~cm~s^{-1}}$. In addition to instrumental innovations, the EXPRES pipeline, presented here, is the first for an on-sky, optical, fiber-fed spectrograph to employ many novel techniques---including an ""extended flat"" fiber used for wavelength-dependent quantum efficiency characterization of the CCD, a flat-relative optimal extraction algorithm, chromatic barycentric corrections, chromatic calibration offsets, and an ultra-precise laser frequency comb for wavelength calibration. We describe the reduction, calibration, and radial-velocity analysis pipeline used for EXPRES and present an example of our current sub-meter-per-second RV measurement precision, which reaches a formal, single-measurement error of 0.3$\mathrm{~m~s^{-1}}$ for an observation with a per-pixel signal-to-noise ratio of 250. These velocities yield an orbital solution on the known exoplanet host 51 Peg that matches literature values with a residual RMS of 0.895$\mathrm{~m~s^{-1}}$. ",astrophysics
"  This work presents a parametrized family of distances, namely the Alpha Procrustes distances, on the set of symmetric, positive definite (SPD) matrices. The Alpha Procrustes distances provide a unified formulation encompassing both the Bures-Wasserstein and Log-Euclidean distances between SPD matrices. We show that the Alpha Procrustes distances are the Riemannian distances corresponding to a family of Riemannian metrics on the manifold of SPD matrices, which encompass both the Log-Euclidean and Wasserstein Riemannian metrics. This formulation is then generalized to the set of positive definite Hilbert-Schmidt operators on a Hilbert space, unifying the infinite-dimensional Bures-Wasserstein and Log-Hilbert-Schmidt distances. In the setting of reproducing kernel Hilbert spaces (RKHS) covariance operators, we obtain closed form formulas for all the distances via the corresponding kernel Gram matrices. From a statistical viewpoint, the Alpha Procrustes distances give rise to a parametrized family of distances between Gaussian measures on Euclidean space, in the finite-dimensional case, and separable Hilbert spaces, in the infinite-dimensional case, encompassing the 2-Wasserstein distance, with closed form formulas via Gram matrices in the RKHS setting. The presented formulations are new both in the finite and infinite-dimensional settings. ",mathematics
"  Perhaps the most important aspect of symmetry in physics is the idea that a state does not need to have the same symmetries as the theory that describes it. This phenomenon is known as spontaneous symmetry breaking. In these lecture notes, starting from a careful definition of symmetry in physics, we introduce symmetry breaking and its consequences. Emphasis is placed on the physics of singular limits, showing the reality of symmetry breaking even in small-sized systems. Topics covered include Nambu-Goldstone modes, quantum corrections, phase transitions, topological defects and gauge fields. We provide many examples from both high energy and condensed matter physics. These notes are suitable for graduate students. ",high energy physics theory
"  In a recent paper we developed a string cosmology background from classical string geometry. Here, we show that this background yields a solution to the size and horizon problems of Standard Big Bang cosmology while remaining compatible with the Transplanckian Censorship Conjecture. We also take a first look at the evolution of cosmological perturbations in this model. ",high energy physics theory
"  The present study experimentally and numerically investigates the evaporation and resultant patterns of dried deposits of aqueous colloidal sessile droplets, when the droplets are initially elevated to a high temperature before being placed on a substrate held at ambient temperature. The system is then released for natural evaporation without applying any external perturbation. Infrared thermography and optical profilometry were used as essential tools for interfacial temperature measurements and quantification of the coffee-ring dimensions, respectively. Initially, a significant temperature gradient exists along the liquid-gas interface as soon as the droplet is deposited on the substrate which triggers a Marangoni stress-induced recirculation flow directed from the top of the droplet towards the contact line along the liquid-gas interface. Thus, the flow is in the reverse direction to that seen in the conventional substrate heating case. Interestingly, this temperature gradient decays rapidly -- within the first 10% of the total evaporation time and the droplet-substrate system reaches thermal equilibrium with ambient thereafter. Despite fast decay of the temperature gradient, the coffee-ring dimensions significantly diminish, leading to an inner deposit. This suppression of the coffee-ring effect is attributed to the fact that the initial Marangoni stress-induced recirculation flow continues until the last stage of the evaporation, even after the interfacial temperature gradient vanishes. This is essentially a consequence of liquid inertia. Overall, together with a new experimental condition, the present investigation discloses a distinct nature of Marangoni stress-induced flow in the drying droplet and its role in influencing the associated colloidal deposits, which was not explored previously. ",physics
"  The adverse effects of sea water environment on the fatigue life of woven carbon fiber/vinyl ester composites are established at room temperature in view of long-term survivability of offshore structures. It is observed that the influence of sea water saturation on the fatigue life is more pronounced when the maximum cyclic displacement approaches maximum quasi-static deflection, that is, the reduction in the number of cycles to failure are comparable between dry and sea water saturated samples at lower strain ranges (~37% at 0.46% strain), but are drastically different at higher strain ranges (~90% at 0.62% strain). Key damage modes that manifest during the fatigue loading is also identified, and a non-linear model is established for predicting low cycle fatigue life of these composites in dry and sea water saturated conditions. ",physics
"  We investigate a no-boarding policy in a system of $N$ buses serving $M$ bus stops in a loop, which is an entrainment mechanism to keep buses synchronised in a reasonably staggered configuration. Buses always allow alighting, but would disallow boarding if certain criteria are met. For an analytically tractable theory, buses move with the same natural speed (applicable to programmable self-driving buses), where the average waiting time experienced by passengers waiting at the bus stop for a bus to arrive can be calculated. The analytical results show that a no-boarding policy can dramatically reduce the average waiting time, as compared to the usual situation without the no-boarding policy. Subsequently, we carry out simulations to verify these theoretical analyses, also extending the simulations to typical human-driven buses with different natural speeds based on real data. Finally, a simple general adaptive algorithm is implemented to dynamically determine when to implement no-boarding in a simulation for a real university shuttle bus service. ",physics
"  Motivated by the Lyapunov convexity theorem in infinite dimensions, we extend the convexity of the integral of a decomposable set to separable Banach spaces under the strengthened notion of nonatomicity of measure spaces, called ""saturation"", and provide a complete characterization of decomposability in terms of saturation. ",mathematics
"  We study the quasinormal modes of $p$-form fields in spherical black holes in $D$-dimensions. Using the spherical symmetry of the black holes and gauge symmetry, we show the $p$-form field can be expressed in terms of the coexact $p$-form and the coexact $(p-1)$-form on the sphere $S^{D-2}$. These variables allow us to find the master equations. By utilizing the S-deformation method, we explicitly show the stability of $p$-form fields in the spherical black hole spacetime. Moreover, using the WKB approximation, we calculate the quasinormal modes of the $p$-form fields in $D(\leq10)$-dimensions. ",high energy physics theory
"  We use the Springer correspondence to give a partial characterization of the irreducible representations which appear in the Tymoczko dot-action of the Weyl group on the cohomology ring of a regular semisimple Hessenberg variety. In type A, we apply these techniques to prove a support theorem for the universal family of Hessenberg varieties. We also observe that the recent results of Brosnan and Chow, which apply the local invariant cycle theorem to the family of regular Hessenberg varieties in type A, extend to arbitrary Lie type. We use this extension to prove that regular Hessenberg varieties, though not necessarily smooth, always have the ""Kahler package"". ",mathematics
"  Schwarzschild black-hole interiors border on space-like singularities representing classical information leaks. We show that local quantum physics is decoupled from these leaks due to dynamically generated boundaries, called Zeno borders. Beyond Zeno borders black-hole interiors become asymptotically silent, and quantum fields evolve freely towards the geodesic singularity with vanishing probability measure for populating the geodesic boundary. Thus Zeno borders represent a probabilistic completion of Schwarzschild black holes within the semiclassical framework. ",high energy physics theory
"  We study cosmological inflation within a recently proposed framework of perturbative moduli stabilisation in type IIB/F theory compactifications on Calabi-Yau threefolds. The stabilisation mechanism utilises three stacks of magnetised 7-branes and relies on perturbative corrections to the K\""ahler potential that grow logarithmically in the transverse sizes of co-dimension two due to local tadpoles of closed string states in the bulk. The inflaton is the K\""ahler modulus associated with the internal compactification volume that starts rolling down the scalar potential from an initial condition around its maximum. Although the parameter space allows moduli stabilisation in de Sitter space, the resulting number of e-foldings is too low. An extra uplifting source of the vacuum energy is then required to achieve phenomenologically viable inflation and a positive (although tiny) vacuum energy at the minimum. Here we use, as an example, a new Fayet-Iliopoulos term proposed recently in supergravity that can be written for a non R-symmetry U(1) and is gauge invariant at the Lagrangian level; its possible origin though in string theory remains an open interesting problem. ",high energy physics theory
"  Must a theory of quantum gravity have some truth to it if it can recover general relativity in some limit of the theory? This paper answers this question in the negative by indicating that general relativity is multiply realizable in quantum gravity. The argument is inspired by spacetime functionalism - multiple realizability being a central tenet of functionalism - and proceeds via three case studies: induced gravity, thermodynamic gravity, and entanglement gravity. In these, general relativity in the form of the Einstein field equations can be recovered from elements that are either manifestly multiply realizable or at least of the generic nature that is suggestive of functions. If general relativity, as argued here, can inherit this multiple realizability, then a theory of quantum gravity can recover general relativity while being completely wrong about the posited microstructure. As a consequence, the recovery of general relativity cannot serve as the ultimate arbiter that decides which theory of quantum gravity that is worthy of pursuit, even though it is of course not irrelevant either qua quantum gravity. Thus, the recovery of general relativity in string theory, for instance, does not guarantee that the stringy account of the world is on the right track; despite sentiments to the contrary among string theorists. ",physics
"  In this article we study the tail probability of the mass of critical Gaussian multiplicative chaos (GMC) associated to a general class of log-correlated Gaussian fields in any dimension, including the Gaussian free field (GFF) in dimension two. More precisely, we derive a fully explicit formula for the leading order asymptotics for the tail probability and demonstrate a new universality phenomenon. Our analysis here shares similar philosophy with the subcritical case but requires a different approach due to complications in the analogous localisation step, and we also employ techniques from recent studies of fusion estimates in GMC theory. ",mathematics
"  In this article, we are interested in the Einstein vacuum equations on a Lorentzian manifold displaying $\mathbb{U}(1)$ symmetry. We identify some freely prescribable initial data, solve the constraint equations and prove the existence of a unique and local in time solution at the $H^3$ level. In addition, we prove a blow-up criterium at the $H^2$ level. Our main objective is to provide a framework adapted to the study of high-frequency solutions to the Einstein vacuum equations done in a forthcoming paper by Huneau and Luk. As a consequence we work in an elliptic gauge, particularly adapted to the handling of high-frequency solutions, which have large high-order norms. ",mathematics
"  The Parker Solar Probe was launched on 2018 August 12 and completed its second orbit on 2019 June 19 with perihelion of 35.7 solar radii. During this time, the Energetic particle Instrument-Hi (EPI-Hi, one of the two energetic particle instruments comprising the Integrated Science Investigation of the Sun, ISOIS) measured seven proton intensity increases associated with stream interaction regions (SIRs), two of which appear to be occurring in the same region corotating with the Sun. The events are relatively weak, with observed proton spectra extending to only a few MeV and lasting for a few days. The proton spectra are best characterized by power laws with indices ranging from -4.3 to -6.5, generally softer than events associated with SIRs observed at 1 au and beyond. Helium spectra were also obtained with similar indices, allowing He/H abundance ratios to be calculated for each event. We find values of 0.016-0.031, which are consistent with ratios obtained previously for corotating interaction region events with fast solar wind < 600 km s-1. Using the observed solar wind data combined with solar wind simulations, we study the solar wind structures associated with these events and identify additional spacecraft near 1 au appropriately positioned to observe the same structures after some corotation. Examination of the energetic particle observations from these spacecraft yields two events that may correspond to the energetic particle increases seen by EPI-Hi earlier. ",physics
"  We study the algebraic properties of binary relations whose underlying digraph is smooth, that is has no source or sink. Such objects have been studied as surjective hyper-operations (shops) on the corresponding vertex set, and as binary relations that are defined everywhere and whose inverse is also defined everywhere. In the latter formulation, they have been called multipermutations. We study the lattice structure of sets (monoids) of multipermutations over an n-element domain. Through a Galois connection, these monoids form the algebraic counterparts to sets of relations closed under definability in positive first-order logic without equality. The first side of this Galois connection has been elaborated previously, we show the other side here. We study the property of inverse on multipermutations and how it connects our monoids to groups. We use our results to give a simple dichotomy theorem for the evaluation problem of positive first-order logic without equality on the class of structures whose preserving multipermutations form a monoid closed under inverse. These problems turn out either to be in Logspace or to be Pspace-complete. We go on to study the monoid of all multipermutations on an n-element domain, under usual composition of relations. We characterise its Green relations, regular elements and show that it does not admit a generating set that is polynomial on n. ",mathematics
"  We introduce log-log convex programs, which are optimization problems with positive variables that become convex when the variables, objective functions, and constraint functions are replaced with their logs, which we refer to as a log-log transformation. This class of problems generalizes traditional geometric programming and generalized geometric programming, and it includes interesting problems involving nonnegative matrices. We give examples of log-log convex functions, some well-known and some less so, and we develop an analog of disciplined convex programming, which we call disciplined geometric programming. Disciplined geometric programming is a subclass of log-log convex programming generated by a composition rule and a set of functions with known curvature under the log-log transformation. Finally, we describe an implementation of disciplined geometric programming as a reduction in CVXPY 1.0. ",mathematics
"  A number of open problems hinder our present ability to extract scientific information from data that will be gathered by the near-future gravitational-wave mission LISA. Many of these relate to the modeling, detection and characterization of signals from binary inspirals with an extreme component-mass ratio of $\lesssim10^{-4}$. In this paper, we draw attention to the issue of systematic error in parameter estimation due to the use of fast but approximate waveform models; this is found to be relevant for extreme-mass-ratio inspirals even in the case of waveforms with $\gtrsim90\%$ overlap accuracy and moderate ($\gtrsim30$) signal-to-noise ratios. A scheme that uses Gaussian processes to interpolate and marginalize over waveform error is adapted and investigated as a possible precursor solution to this problem. Several new methodological results are obtained, and the viability of the technique is successfully demonstrated on a three-parameter example in the setting of the LISA Data Challenge. ",astrophysics
"  At one loop, quantum kinks are described by a sum of quantum harmonic oscillator Hamiltonians, and so their spectra are known exactly. We find the first correction beyond one loop to the quantum states corresponding to kinks with an excited bound or unbound normal mode, and also the corresponding two-loop correction to the energy cost of exciting the normal mode. In the case of unbound normal modes, this correction is equal to sum of the corresponding nonrelativistic kinetic energy plus the usual one-loop correction to the mass of the corresponding plane wave in the absence of a kink. We also sketch a diagrammatic method for such calculations. ",high energy physics theory
"  We study the circuit complexity for mixed bosonic Gaussian states in harmonic lattices in any number of dimensions. By employing the Fisher information geometry for the covariance matrices, we consider the optimal circuit connecting two states with vanishing first moments, whose length is identified with the complexity to create a target state from a reference state through the optimal circuit. Explicit proposals to quantify the spectrum complexity and the basis complexity are discussed. The purification of the mixed states is also analysed. In the special case of harmonic chains on the circle or on the infinite line, we report numerical results for thermal states and reduced density matrices. ",high energy physics theory
"  This study addresses incident handling during an adverse event for dynamical networked control systems. Incident handling can be divided into five steps: detection, analysis, containment, eradication, and recovery. For networked control systems, the containment step can be conducted through physical disconnection of an attacked subsystem. In accordance with the disconnection, the equipped attack detection unit should be reconfigured to maintain its detection capability. In particular, separating the detection subunit associated with the disconnected subsystem is considered as a specific reconfiguration scheme in this study. This paper poses the problem of disconnection-aware attack detection and isolation with the separation-based detector reconfiguration. The objective is to find an attack detection unit that preserves its detection and isolation capability even under any possible disconnection and separation. The difficulty arises from network topology variation caused by disconnection that can possibly lead to stability loss of the distributed observer inside the attack detection unit. A solution is proposed based on an existing controller design technique referred to as retrofit control. Furthermore, an application to low-voltage power distribution networks with distributed generation is exhibited. Numerical examples evidence the practical use of the proposed method through a benchmark distribution network. ",electrical engineering and systems science
"  Theoretical formalisms for the homogenization of particulate composites are identified as following either the direct scattering approach (DSA) or the indirect scattering approach (ISA). Both approaches can take inclusion size-dependence and distribution statistics into account. However, the DSA is generally limited to mediums with direction-independent constitutive properties and inclusions with simple shapes, but the ISA is not hobbled thus. ",physics
"  We run three long-timescale general-relativistic magnetohydrodynamic simulations of radiatively inefficient accretion flows onto non-rotating black holes. Our aim is to achieve steady-state behavior out to large radii and understand the resulting flow structure. A simulation with adiabatic index Gamma = 4/3 and small initial alternating poloidal magnetic field loops is run to a time of 440,000 GM/c^3, reaching inflow equilibrium inside a radius of 370 GM/c^2. Variations with larger alternating field loops and with Gamma = 5/3 are run to 220,000 GM/c^3, attaining equilibrium out to 170 GM/c^2 and 440 GM/c^2. There is no universal self-similar behavior obtained at radii in inflow equilibrium: the Gamma = 5/3 simulation shows a radial density profile with power law index ranging from -1 in the inner regions to -1/2 in the outer regions, while the others have a power-law slope ranging from -1/2 to close to -2. Both simulations with small field loops reach a state with polar inflow of matter, while the more ordered initial field has polar outflows. However, unbound outflows remove only a factor of order unity of the inflowing material over a factor of ~300 in radius. Our results suggest that the dynamics of radiatively inefficient accretion flows are sensitive to how the flow is fed from larger radii, and may differ appreciably in different astrophysical systems. Millimeter images appropriate for Sgr A* are qualitatively (but not quantitatively) similar in all simulations, with a prominent asymmetric image due to Doppler boosting. ",astrophysics
"  Peer influence and social contagion are key denominators in the adoption and participation of information spreading, such as news propagation, word-of-mouth or viral marketing. In this study, we argue that it is biased to only focus on the scale and coverage of information spreading, and propose that the level of influence reinforcement, quantified by the re-exposure rate, i.e., the rate of individuals who are repeatedly exposed to the same information, should be considered together to measure the effectiveness of spreading. We show that local network structural characteristics significantly affects the probability of being exposed or re-exposed to the same information. After analyzing trending news on the super large-scale online network of Sina Weibo (China's Twitter) with 430 million connected users, we find a class of users with extremely low exposure rate, even they are following tens of thousands of others; and the re-exposure rate is substantially higher for news with more transmission waves and stronger secondary forwarding. While exposure and re-exposure rate typically grow together with the scale of spreading, we find exceptional cases where it is possible to achieve a high exposure rate while maintaining low re-exposure rate, or vice versa. ",physics
  We consider a $\phi$-mixing shift $T$ on a sequence space $\Om$ and study the number $\cN_N$ of returns $\{ T^{q_N(n)}\om\in A^a_n\}$ at times $q_N(n)$ to a cylinder $A^a_n$ constructed by a sequence $a\in\Om$ where $n$ runs either until a fixed integer $N$ or until a time $\tau_N$ of the first return $\{ T^{q_N(n)}\om\in A^b_m\}$ to another cylinder $A^b_m$ constructed by $b\in\Om$. Here $q_N(n)$ are certain functions of $n$ taking on nonnegative integer values when $n$ runs from 0 to $N$ and the dependence on $N$ is the main generalization here which requires certain conditions under which we obtain Poisson distributions limits of $\cN_N$ when counting is until $N$ as $N\to\infty$ and geometric distributions limits when counting is until $\tau_N$ as $N\to\infty$. ,mathematics
"  We present a slightly modified prescription of the radial pullback formalism proposed previously by R. Manvelyan, R. Mkrtchyan and W. R\""uhl in 2012, where authors investigated possibility to connect the main term of higher spin interaction in flat $d+2$ dimensional space to the main term of interaction in $AdS_{d+1}$ space ignoring all trace and divergent terms but expressed directly through the $AdS$ covariant derivatives and including some curvature corrections. In this paper we succeeded to solve all necessary \emph{recurrence relations} to finalize full radial pullback of the main term of cubic self-interaction for higher spin gauge fields in Fronsdal's formulation from flat to one dimension less $AdS_{d+1}$ space. Nontrivial solutions of recurrence relations lead to the possibility to obtain the full set of $AdS_{d+1}$ dimensional interacting terms with all curvature corrections including trace and divergence terms from any interaction term in $d+2$ dimensional flat space. ",high energy physics theory
"  We construct a gauged linear sigma-model representation and develop a 1/N-expansion for flag manifold sigma-models previously proposed by the author. Classically there exists a zero-curvature representation for the equations of motion of these models, which leads in particular to the existence of a conserved non-local charge. We show that at the quantum level this charge is no longer conserved and calculate explicitly the anomaly in its conservation law. ",high energy physics theory
  In the paper we consider an interesting possibility of a time as a stochastic process in quantum mechanics.In order to do it we reconsider time as a mechanical quantity in classical mechanics and afterwards we quantize it. We consider continuous and discrete time. ,physics
"  Deformed sine-Gordon (DSG) models $\partial_\xi \partial_\eta \, w + \frac{d}{dw}V(w) = 0$, with $V(w)$ being the deformed potential, are considered in the context of the Riccati-type pseudopotential approach. A compatibility condition of the deformed system of Riccati-type equations reproduces the equation of motion of the DSG models. Then, we provide a pair of linear systems of equations for DSG model, and provide an infinite tower of non-local conservation laws. Through a direct construction and supported by numerical simulations of soliton scatterings, we show that the DSG models, which have recently been defined as quasi-integrable in the anomalous zero-curvature approach [Ferreira-Zakrzewski, JHEP05(2011)130], possess new towers of infinite number of quasi-conservation laws. We compute numerically the first sets of non-trivial and independent charges (beyond energy and momentum) of the DSG model: the two third order conserved charges and the two fifth order asymptotically conserved charges in the pseudopotential approach, and the first four anomalies of the new towers of charges, respectively. We consider kink-kink, kink-antikink and breather configurations for the Bazeia {\sl et al.} potential $V_{q}(w) = \frac{64}{q^2} \tan^2{\frac{w}{2}} (1-|\sin{\frac{w}{2}}|^q)^2 \, (q \in R)$, which contains the usual SG potential $V_2(w) = 2[1- \cos{(2 w)}]$. The numerical simulations are performed using the 4th order Runge-Kutta method supplied with non-reflecting boundary conditions. ",high energy physics theory
"  Neutron star mergers (NSMs) are rapid neutron capture ($\textit{r}$-process) nucleosynthesis sites that expel matter at high velocities, from $0.1c$ to as high as $0.6c$. Nuclei ejected at these speeds are sufficiently energetic to initiate spallation nuclear reactions with interstellar medium particles. We adopt a thick-target model for the propagation of high-speed heavy nuclei in the interstellar medium, similar to the transport of cosmic rays. We find that spallation may create observable perturbations to NSM isotopic abundances, particularly around the low-mass edges of the $\textit{r}$-process peaks where neighboring nuclei have very different abundances. The extent to which spallation modifies the final NSM isotopic yields depends on: (1) the ejected abundances, which are determined by the NSM astrophysical conditions and the properties of nuclei far from stability, (2) the ejecta velocity distribution and propagation in interstellar matter, and (3) the spallation cross-sections. Observed solar and stellar $\textit{r}$-process yields could thus constrain the velocity distribution of ejected neutron star matter, assuming NSMs are the dominant $\textit{r}$-process source. We suggest avenues for future work, including measurement of relevant cross sections. ",astrophysics
"  Recently, in (Eur.Phys.J.C 80 (2020) 5, 432), the present authors obtained general stringent conditions on the localization of fields in braneworlds by imposing that its zero-mode must satisfy Einstein's equations (EE). Here, we continue this study by considering free $p$-form. These fields present an on-shell equivalency relation between a $p$-form and a $(D-p-2)$-form, provided by Hodge duality (HD). This symmetry will impose a new consistency condition, namely, confinement of a $p$-form must imply the localization of its dual. We apply the above conditions to $6$D braneworlds. With this, we find that in global string-like defects, for example, the $1$-form has a normalizable zero-mode. By using the HD, we show that its bulk dual $3$-form also has a normalizable zero-mode, making the confinement consistent with HD. However, these solutions cannot be made consistent with EE, therefore, these fields must be ruled out. In fact, by imposing both conditions, only the scalar and its dual field can be consistently localized. In this way, all the literature so far in which the free $1$-form is localized in codimension two models should be reviewed. These results also point to the fact that the symmetries of the fields can be used to verify the consistency of their localization and even prohibit it. ",high energy physics theory
"  Stars can be consumed (either tidally disrupted or swallowed whole) by massive black holes (MBHs) at galactic centers when they move into the vicinity of the MBHs. In this study, we investigate the rates of stellar consumption by central MBHs and their cosmic distributions, including the effects of triaxial galaxy shapes in enhancing the reservoir of low-angular-momentum stars and incorporating realistic galaxy distributions. We find that the enhancement in the stellar consumption rates due to triaxial galaxy shapes can be significant, by a factor of ~3 for MBH mass $M_{\rm BH}\sim10^5$-$10^6$Msun and up to more than one order of magnitude for $M_{\rm BH}\gtrsim10^8$Msun. Only for $M_{\rm BH}\lesssim10^7$Msun are the stellar consumption rates significantly higher in galaxies with steeper inner surface brightness profiles. The average (per galaxy) stellar consumption rates correlate with central MBH masses positively for $M_{\rm BH}\gtrsim10^7$Msun and negatively for $M_{\rm BH}\lesssim10^7$Msun. The volumetric stellar tidal disruption rates are ~$3\times10^{-5}$/yr/Mpc$^3$ for MBHs in the mass range of $10^5$-$10^8$Msun at z=0; and the volumetric stellar consumption rates by MBHs with higher masses are ~$10^{-6}$/yr/Mpc$^3$, which can be the stellar tidal disruption rate if the high-mass BHs are extremely spinning Kerr BHs or the rate of being swallowed if those BHs are Schwarzschild ones. The volumetric stellar consumption rates decrease with increasing redshift, and the decrease is relatively mild for $M_{\rm BH}\sim10^5$-$10^7$Msun and stronger for higher $M_{\rm BH}$. Most of the stellar tidal disruption events (TDEs) at z=0 occur in galaxies with mass $M_{\rm gal}\lesssim10^{11}$Msun, and about 1%-2% of the TDEs can occur in high-mass galaxies with $M_{\rm gal}\gtrsim10^{11}$Msun. ",astrophysics
"  We introduce a new function on the set of pairs of cluster variables via $f$-vectors, which we call it the compatibility degree (of cluster complexes). The compatibility degree is a natural generalization of the classical compatibility degree introduced by Fomin and Zelevinsky. In particular, we prove that the compatibility degree has the duality property, the symmetry property, the embedding property and the compatibility property, which the classical one has. We also conjecture that the compatibility degree has the exchangeability property. As pieces of evidence of this conjecture, we establish the exchangeability property for cluster algebras of rank 2, acyclic skew-symmetric cluster algebras, cluster algebras arising from weighted projective lines, and cluster algebras arising from marked surfaces. ",mathematics
